,Kolejka,season,home,away,date,hour,gh,ga,IsCancelled,IsWalkover
13930,10,2006/2007,Wis≥a KrakÛw,Odra Wodzis≥aw ålπski,10/14/2006,18:00,6,0,0,0
13931,10,2006/2007,Korona Kielce,Zag≥Íbie Lubin,10/14/2006,18:15,1,2,0,0
13932,10,2006/2007,PogoÒ Szczecin,Legia Warszawa,10/15/2006,17:00,0,1,0,0
13933,10,2006/2007,Lech PoznaÒ,£ÅKS £ÅÛdü,10/13/2006,20:00,4,0,0,0
13934,10,2006/2007,Wis≥a P≥ock,Cracovia,10/14/2006,18:00,0,2,0,0
13935,10,2006/2007,GÛrnik £ÅÍczna,Widzew £ÅÛdü,10/14/2006,18:00,1,5,0,0
13936,11,2006/2007,Legia Warszawa,GÛrnik £ÅÍczna,10/21/2006,18:00,5,0,0,0
13937,11,2006/2007,Cracovia,Korona Kielce,10/21/2006,18:15,1,0,0,0
13938,11,2006/2007,Dyskobolia Grodzisk Wielkopolski,Wis≥a P≥ock,10/21/2006,18:00,1,1,0,0
13939,11,2006/2007,Zag≥Íbie Lubin,Wis≥a KrakÛw,10/22/2006,16:30,0,0,0,0
13940,11,2006/2007,GKS Be≥chatÛw,Arka Gdynia,10/21/2006,18:00,2,2,0,0
13941,11,2006/2007,Widzew £ÅÛdü,Lech PoznaÒ,10/20/2006,19:00,3,2,0,0
13942,11,2006/2007,Odra Wodzis≥aw ålπski,PogoÒ Szczecin,10/21/2006,18:00,2,2,0,0
13943,11,2006/2007,£ÅKS £ÅÛdü,GÛrnik Zabrze,10/21/2006,18:00,2,0,0,0
13944,12,2006/2007,GÛrnik £ÅÍczna,Odra Wodzis≥aw ålπski,10/28/2006,18:00,2,0,0,0
13945,12,2006/2007,PogoÒ Szczecin,Zag≥Íbie Lubin,10/28/2006,18:00,1,3,0,0
13946,12,2006/2007,Arka Gdynia,£ÅKS £ÅÛdü,10/28/2006,18:00,0,0,0,0
13947,12,2006/2007,Korona Kielce,Dyskobolia Grodzisk Wielkopolski,10/29/2006,14:30,2,0,0,0
13948,12,2006/2007,Wis≥a KrakÛw,Cracovia,10/28/2006,18:15,3,0,0,0
13949,12,2006/2007,Wis≥a P≥ock,GKS Be≥chatÛw,10/28/2006,18:00,0,4,0,0
13950,12,2006/2007,Lech PoznaÒ,GÛrnik Zabrze,10/28/2006,19:00,2,0,0,0
13951,12,2006/2007,Widzew £ÅÛdü,Legia Warszawa,10/27/2006,20:00,0,1,0,0
13952,13,2006/2007,GKS Be≥chatÛw,Korona Kielce,11/4/2006,20:15,3,2,0,0
13953,13,2006/2007,Cracovia,PogoÒ Szczecin,11/4/2006,16:00,1,0,0,0
13954,13,2006/2007,Odra Wodzis≥aw ålπski,Widzew £ÅÛdü,11/4/2006,16:00,3,0,0,0
13955,13,2006/2007,Dyskobolia Grodzisk Wielkopolski,Wis≥a KrakÛw,11/5/2006,14:30,2,2,0,0
13956,13,2006/2007,Legia Warszawa,Lech PoznaÒ,11/3/2006,20:00,3,2,0,0
13957,13,2006/2007,£ÅKS £ÅÛdü,Wis≥a P≥ock,11/3/2006,19:00,0,0,0,0
13958,13,2006/2007,GÛrnik Zabrze,Arka Gdynia,11/4/2006,16:00,0,2,0,0
13959,13,2006/2007,Zag≥Íbie Lubin,GÛrnik £ÅÍczna,11/4/2006,18:00,1,1,0,0
13960,14,2006/2007,PogoÒ Szczecin,Dyskobolia Grodzisk Wielkopolski,11/10/2006,19:00,1,1,0,0
13961,14,2006/2007,Korona Kielce,£ÅKS £ÅÛdü,11/11/2006,15:30,1,0,0,0
13962,14,2006/2007,Lech PoznaÒ,Arka Gdynia,11/10/2006,20:00,1,1,0,0
13963,14,2006/2007,GÛrnik £ÅÍczna,Cracovia,11/10/2006,19:00,1,0,0,0
13964,14,2006/2007,Widzew £ÅÛdü,Zag≥Íbie Lubin,11/10/2006,19:00,0,2,0,0
13965,14,2006/2007,Wis≥a P≥ock,GÛrnik Zabrze,11/10/2006,19:00,1,3,0,0
13966,14,2006/2007,Wis≥a KrakÛw,GKS Be≥chatÛw,11/11/2006,18:00,2,4,0,0
13967,14,2006/2007,Legia Warszawa,Odra Wodzis≥aw ålπski,11/10/2006,19:00,2,0,0,0
13968,15,2006/2007,Cracovia,Widzew £ÅÛdü,11/18/2006,16:00,2,1,0,0
13969,15,2006/2007,Odra Wodzis≥aw ålπski,Lech PoznaÒ,11/18/2006,16:00,0,0,0,0
13970,15,2006/2007,Zag≥Íbie Lubin,Legia Warszawa,11/18/2006,18:15,1,0,0,0
13971,15,2006/2007,Korona Kielce,GÛrnik Zabrze,11/17/2006,20:00,4,2,0,0
13972,15,2006/2007,GKS Be≥chatÛw,PogoÒ Szczecin,11/18/2006,16:00,1,0,0,0
13973,15,2006/2007,£ÅKS £ÅÛdü,Wis≥a KrakÛw,11/19/2006,16:00,2,1,0,0
13974,15,2006/2007,Dyskobolia Grodzisk Wielkopolski,GÛrnik £ÅÍczna,11/18/2006,16:00,1,1,0,0
13975,15,2006/2007,Arka Gdynia,Wis≥a P≥ock,11/18/2006,18:00,4,1,0,0
13976,16,2006/2007,GKS Be≥chatÛw,GÛrnik £ÅÍczna,3/2/2007,19:00,6,0,0,0
13977,16,2006/2007,Wis≥a P≥ock,Lech PoznaÒ,3/3/2007,16:00,1,1,0,0
13978,16,2006/2007,Cracovia,Legia Warszawa,3/2/2007,20:00,0,0,0,0
13979,16,2006/2007,PogoÒ Szczecin,£ÅKS £ÅÛdü,3/3/2007,16:00,0,1,0,0
13980,16,2006/2007,GÛrnik Zabrze,Wis≥a KrakÛw,3/4/2007,14:30,0,4,0,0
13981,16,2006/2007,Korona Kielce,Arka Gdynia,3/3/2007,18:15,1,0,0,0
13982,16,2006/2007,Zag≥Íbie Lubin,Odra Wodzis≥aw ålπski,3/3/2007,18:00,1,0,0,0
13983,16,2006/2007,Dyskobolia Grodzisk Wielkopolski,Widzew £ÅÛdü,3/3/2007,16:00,0,0,0,0
13984,17,2006/2007,Lech PoznaÒ,Zag≥Íbie Lubin,3/10/2007,18:15,0,2,0,0
13985,17,2006/2007,Legia Warszawa,Dyskobolia Grodzisk Wielkopolski,3/9/2007,20:00,0,1,0,0
13986,17,2006/2007,PogoÒ Szczecin,GÛrnik Zabrze,3/10/2007,16:00,0,0,0,0
13987,17,2006/2007,GÛrnik £ÅÍczna,£ÅKS £ÅÛdü,3/10/2007,16:00,0,1,0,0
13988,17,2006/2007,Wis≥a KrakÛw,Arka Gdynia,3/10/2007,16:00,2,2,0,0
13989,17,2006/2007,Widzew £ÅÛdü,GKS Be≥chatÛw,3/11/2007,16:00,0,3,0,0
13990,17,2006/2007,Wis≥a P≥ock,Korona Kielce,3/10/2007,16:00,0,1,0,0
13991,17,2006/2007,Odra Wodzis≥aw ålπski,Cracovia,3/10/2007,16:00,0,1,0,0
13992,18,2006/2007,Arka Gdynia,PogoÒ Szczecin,3/17/2007,16:00,2,0,0,0
13993,18,2006/2007,£ÅKS £ÅÛdü,Widzew £ÅÛdü,3/16/2007,20:00,0,0,0,0
13994,18,2006/2007,GÛrnik Zabrze,GÛrnik £ÅÍczna,3/17/2007,16:00,2,3,0,0
13995,18,2006/2007,GKS Be≥chatÛw,Legia Warszawa,3/18/2007,17:00,3,1,0,0
13996,18,2006/2007,Dyskobolia Grodzisk Wielkopolski,Odra Wodzis≥aw ålπski,3/17/2007,16:00,1,1,0,0
13997,18,2006/2007,Cracovia,Zag≥Íbie Lubin,3/17/2007,16:00,2,4,0,0
13998,18,2006/2007,Lech PoznaÒ,Korona Kielce,3/17/2007,18:45,3,0,0,0
13999,18,2006/2007,Wis≥a P≥ock,Wis≥a KrakÛw,3/17/2007,16:00,0,0,0,0
14000,19,2006/2007,Legia Warszawa,£ÅKS £ÅÛdü,4/1/2007,17:00,2,1,0,0
14001,19,2006/2007,Odra Wodzis≥aw ålπski,GKS Be≥chatÛw,3/31/2007,16:00,1,0,0,0
14002,19,2006/2007,Korona Kielce,Wis≥a KrakÛw,3/31/2007,20:00,0,0,0,0
14003,19,2006/2007,Widzew £ÅÛdü,GÛrnik Zabrze,3/31/2007,16:00,2,1,0,0
14004,19,2006/2007,Arka Gdynia,GÛrnik £ÅÍczna,5/2/2007,19:00,5,1,0,0
14005,19,2006/2007,Cracovia,Lech PoznaÒ,3/30/2007,20:00,3,0,0,0
14006,19,2006/2007,Zag≥Íbie Lubin,Dyskobolia Grodzisk Wielkopolski,3/31/2007,18:00,2,1,0,0
14007,19,2006/2007,PogoÒ Szczecin,Wis≥a P≥ock,3/31/2007,16:00,1,2,0,0
14008,20,2006/2007,GÛrnik Zabrze,Legia Warszawa,4/7/2007,16:00,1,0,0,0
14009,20,2006/2007,GKS Be≥chatÛw,Zag≥Íbie Lubin,4/5/2007,20:00,3,1,0,0
14010,20,2006/2007,Arka Gdynia,Widzew £ÅÛdü,5/16/2007,19:00,3,0,0,0
14011,20,2006/2007,Dyskobolia Grodzisk Wielkopolski,Cracovia,4/7/2007,16:00,0,0,0,0
14012,20,2006/2007,£ÅKS £ÅÛdü,Odra Wodzis≥aw ålπski,4/7/2007,16:00,1,1,0,0
14013,20,2006/2007,Korona Kielce,PogoÒ Szczecin,4/7/2007,16:00,2,1,0,0
14014,20,2006/2007,Wis≥a P≥ock,GÛrnik £ÅÍczna,5/15/2007,18:00,0,1,0,0
14015,20,2006/2007,Wis≥a KrakÛw,Lech PoznaÒ,4/7/2007,18:30,0,0,0,0
14016,21,2006/2007,Zag≥Íbie Lubin,£ÅKS £ÅÛdü,4/13/2007,20:00,1,1,0,0
14017,21,2006/2007,Cracovia,GKS Be≥chatÛw,4/15/2007,14:30,2,1,0,0
14018,21,2006/2007,GÛrnik £ÅÍczna,Korona Kielce,4/14/2007,18:00,1,3,0,0
14019,21,2006/2007,PogoÒ Szczecin,Wis≥a KrakÛw,4/14/2007,18:00,1,1,0,0
14020,21,2006/2007,Widzew £ÅÛdü,Wis≥a P≥ock,4/14/2007,18:00,0,0,0,0
14021,21,2006/2007,Lech PoznaÒ,Dyskobolia Grodzisk Wielkopolski,4/14/2007,16:00,2,2,0,0
14022,21,2006/2007,Odra Wodzis≥aw ålπski,GÛrnik Zabrze,4/14/2007,18:00,0,0,0,0
14023,21,2006/2007,Legia Warszawa,Arka Gdynia,4/14/2007,18:00,3,0,0,0
14024,22,2006/2007,GKS Be≥chatÛw,Dyskobolia Grodzisk Wielkopolski,4/18/2007,20:00,1,0,0,0
14025,22,2006/2007,Arka Gdynia,Odra Wodzis≥aw ålπski,4/18/2007,18:00,0,1,0,0
14026,22,2006/2007,Korona Kielce,Widzew £ÅÛdü,4/17/2007,20:00,3,0,0,0
14027,22,2006/2007,Wis≥a KrakÛw,GÛrnik £ÅÍczna,4/18/2007,18:00,2,1,0,0
14028,22,2006/2007,GÛrnik Zabrze,Zag≥Íbie Lubin,4/18/2007,18:00,0,3,0,0
14029,22,2006/2007,Lech PoznaÒ,PogoÒ Szczecin,4/18/2007,18:00,3,0,0,0
14030,22,2006/2007,£ÅKS £ÅÛdü,Cracovia,4/18/2007,18:00,2,1,0,0
14031,22,2006/2007,Wis≥a P≥ock,Legia Warszawa,4/17/2007,18:00,0,3,0,0
14032,23,2006/2007,Odra Wodzis≥aw ålπski,Wis≥a P≥ock,4/21/2007,18:00,1,0,0,0
14033,23,2006/2007,Widzew £ÅÛdü,Wis≥a KrakÛw,4/22/2007,17:00,0,0,0,0
14034,23,2006/2007,Cracovia,GÛrnik Zabrze,4/21/2007,18:00,3,1,0,0
14035,23,2006/2007,Legia Warszawa,Korona Kielce,4/20/2007,20:00,3,0,0,0
14036,23,2006/2007,GKS Be≥chatÛw,Lech PoznaÒ,4/21/2007,18:15,0,0,0,0
14037,23,2006/2007,Dyskobolia Grodzisk Wielkopolski,£ÅKS £ÅÛdü,4/21/2007,18:00,2,0,0,0
14038,23,2006/2007,GÛrnik £ÅÍczna,PogoÒ Szczecin,4/21/2007,18:00,3,2,0,0
14039,23,2006/2007,Zag≥Íbie Lubin,Arka Gdynia,4/21/2007,18:00,6,0,0,0
14040,24,2006/2007,Lech PoznaÒ,GÛrnik £ÅÍczna,4/28/2007,18:00,1,0,0,0
14041,24,2006/2007,£ÅKS £ÅÛdü,GKS Be≥chatÛw,4/29/2007,17:15,0,1,0,0
14042,24,2006/2007,GÛrnik Zabrze,Dyskobolia Grodzisk Wielkopolski,4/28/2007,18:00,2,3,0,0
14043,24,2006/2007,Wis≥a P≥ock,Zag≥Íbie Lubin,4/28/2007,18:00,0,2,0,0
14044,24,2006/2007,PogoÒ Szczecin,Widzew £ÅÛdü,4/28/2007,18:00,0,1,0,0
14045,24,2006/2007,Wis≥a KrakÛw,Legia Warszawa,4/27/2007,20:00,3,1,0,0
14046,24,2006/2007,Korona Kielce,Odra Wodzis≥aw ålπski,4/28/2007,16:00,0,1,0,0
14047,24,2006/2007,Arka Gdynia,Cracovia,4/28/2007,19:10,4,2,0,0
14048,25,2006/2007,Dyskobolia Grodzisk Wielkopolski,Arka Gdynia,5/5/2007,18:00,2,1,0,0
14049,25,2006/2007,Widzew £ÅÛdü,GÛrnik £ÅÍczna,5/6/2007,16:00,3,0,0,0
14050,25,2006/2007,Odra Wodzis≥aw ålπski,Wis≥a KrakÛw,5/5/2007,18:00,2,1,0,0
14051,25,2006/2007,Cracovia,Wis≥a P≥ock,5/5/2007,18:00,2,2,0,0
14052,25,2006/2007,Legia Warszawa,PogoÒ Szczecin,5/6/2007,14:30,3,1,0,0
14053,25,2006/2007,£ÅKS £ÅÛdü,Lech PoznaÒ,5/5/2007,18:00,1,2,0,0
14054,25,2006/2007,Zag≥Íbie Lubin,Korona Kielce,5/5/2007,18:00,2,0,0,0
14055,25,2006/2007,GKS Be≥chatÛw,GÛrnik Zabrze,5/4/2007,20:00,3,1,0,0
14056,26,2006/2007,Arka Gdynia,GKS Be≥chatÛw,5/9/2007,19:00,1,3,0,0
14057,26,2006/2007,PogoÒ Szczecin,Odra Wodzis≥aw ålπski,5/9/2007,19:00,1,3,0,0
14058,26,2006/2007,Wis≥a KrakÛw,Zag≥Íbie Lubin,5/9/2007,18:45,0,0,0,0
14059,26,2006/2007,Lech PoznaÒ,Widzew £ÅÛdü,5/9/2007,19:00,6,1,0,0
14060,26,2006/2007,Wis≥a P≥ock,Dyskobolia Grodzisk Wielkopolski,5/8/2007,19:00,0,0,0,0
14061,26,2006/2007,GÛrnik £ÅÍczna,Legia Warszawa,5/9/2007,19:00,1,2,0,0
14062,26,2006/2007,GÛrnik Zabrze,£ÅKS £ÅÛdü,5/9/2007,19:00,1,1,0,0
14063,26,2006/2007,Korona Kielce,Cracovia,5/8/2007,20:00,1,2,0,0
14064,27,2006/2007,Zag≥Íbie Lubin,PogoÒ Szczecin,5/12/2007,18:00,6,2,0,0
14065,27,2006/2007,Dyskobolia Grodzisk Wielkopolski,Korona Kielce,5/11/2007,20:00,1,0,0,0
14066,27,2006/2007,Cracovia,Wis≥a KrakÛw,5/13/2007,18:45,0,0,0,0
14067,27,2006/2007,GÛrnik Zabrze,Lech PoznaÒ,5/12/2007,18:00,1,2,0,0
14068,27,2006/2007,Odra Wodzis≥aw ålπski,GÛrnik £ÅÍczna,5/12/2007,18:00,2,1,0,0
14069,27,2006/2007,Legia Warszawa,Widzew £ÅÛdü,5/12/2007,20:00,2,0,0,0
14070,27,2006/2007,£ÅKS £ÅÛdü,Arka Gdynia,5/12/2007,18:00,0,1,0,0
14071,27,2006/2007,GKS Be≥chatÛw,Wis≥a P≥ock,5/12/2007,18:00,2,1,0,0
14072,28,2006/2007,Wis≥a P≥ock,£ÅKS £ÅÛdü,5/19/2007,17:00,2,1,0,0
14073,28,2006/2007,Korona Kielce,GKS Be≥chatÛw,5/18/2007,17:00,5,3,0,0
14074,28,2006/2007,Widzew £ÅÛdü,Odra Wodzis≥aw ålπski,5/19/2007,18:00,1,2,0,0
14075,28,2006/2007,GÛrnik £ÅÍczna,Zag≥Íbie Lubin,5/18/2007,20:00,2,1,0,0
14076,28,2006/2007,Arka Gdynia,GÛrnik Zabrze,5/19/2007,18:00,3,0,0,0
14077,28,2006/2007,Wis≥a KrakÛw,Dyskobolia Grodzisk Wielkopolski,5/19/2007,18:00,0,4,0,0
14078,28,2006/2007,Lech PoznaÒ,Legia Warszawa,5/19/2007,19:30,3,1,0,0
14079,28,2006/2007,PogoÒ Szczecin,Cracovia,5/19/2007,18:00,0,2,0,0
14080,29,2006/2007,GKS Be≥chatÛw,Wis≥a KrakÛw,5/22/2007,19:00,1,2,0,0
14081,29,2006/2007,Arka Gdynia,Lech PoznaÒ,5/22/2007,19:00,3,1,0,0
14082,29,2006/2007,£ÅKS £ÅÛdü,Korona Kielce,5/22/2007,19:00,2,1,0,0
14083,29,2006/2007,Zag≥Íbie Lubin,Widzew £ÅÛdü,5/22/2007,19:00,4,2,0,0
14084,29,2006/2007,Cracovia,GÛrnik £ÅÍczna,5/22/2007,19:00,5,0,0,0
14085,29,2006/2007,GÛrnik Zabrze,Wis≥a P≥ock,5/22/2007,19:00,2,0,0,0
14086,29,2006/2007,Dyskobolia Grodzisk Wielkopolski,PogoÒ Szczecin,5/22/2007,19:00,3,1,0,0
14087,29,2006/2007,Odra Wodzis≥aw ålπski,Legia Warszawa,5/22/2007,19:00,1,2,0,0
14088,30,2006/2007,GÛrnik £ÅÍczna,Dyskobolia Grodzisk Wielkopolski,5/26/2007,18:00,1,3,0,0
14089,30,2006/2007,PogoÒ Szczecin,GKS Be≥chatÛw,5/26/2007,18:00,0,2,0,0
14090,30,2006/2007,Legia Warszawa,Zag≥Íbie Lubin,5/26/2007,18:00,1,2,0,0
14091,30,2006/2007,Wis≥a KrakÛw,£ÅKS £ÅÛdü,5/26/2007,18:00,0,0,0,0
14092,30,2006/2007,Widzew £ÅÛdü,Cracovia,5/26/2007,18:00,1,3,0,0
14093,30,2006/2007,Wis≥a P≥ock,Arka Gdynia,5/26/2007,18:00,1,0,0,0
14094,30,2006/2007,Lech PoznaÒ,Odra Wodzis≥aw ålπski,5/26/2007,18:00,0,0,0,0
14095,30,2006/2007,GÛrnik Zabrze,Korona Kielce,5/26/2007,18:00,0,0,0,0
14096,1,2007/2008,Legia Warszawa,Cracovia,7/29/2007,19:00,1,0,0,0
14097,1,2007/2008,GKS Be≥chatÛw,Korona Kielce,7/28/2007,20:00,2,0,0,0
14098,1,2007/2008,Wis≥a KrakÛw,GÛrnik Zabrze,8/14/2007,20:00,2,0,0,0
14099,1,2007/2008,Jagiellonia Bia≥ystok,Polonia Bytom,7/28/2007,16:00,2,1,0,0
14100,1,2007/2008,Lech PoznaÒ,Zag≥Íbie Sosnowiec,7/28/2007,19:00,4,2,0,0
14101,1,2007/2008,Odra Wodzis≥aw ålπski,£ÅKS £ÅÛdü,7/28/2007,19:00,2,2,0,0
14102,1,2007/2008,Dyskobolia Grodzisk Wielkopolski,Ruch ChorzÛw,7/27/2007,19:00,1,4,0,0
14103,1,2007/2008,Zag≥Íbie Lubin,Widzew £ÅÛdü,7/27/2007,20:00,2,1,0,0
14104,2,2007/2008,Zag≥Íbie Lubin,Wis≥a KrakÛw,8/4/2007,20:00,0,1,0,0
14105,2,2007/2008,Cracovia,Ruch ChorzÛw,8/4/2007,19:00,1,0,0,0
14106,2,2007/2008,Korona Kielce,Lech PoznaÒ,8/3/2007,20:00,1,0,0,0
14107,2,2007/2008,Odra Wodzis≥aw ålπski,Zag≥Íbie Sosnowiec,8/4/2007,19:00,1,0,0,0
14108,2,2007/2008,Jagiellonia Bia≥ystok,Dyskobolia Grodzisk Wielkopolski,8/5/2007,16:00,1,3,0,0
14109,2,2007/2008,£ÅKS £ÅÛdü,Polonia Bytom,8/4/2007,19:00,0,0,0,0
14110,2,2007/2008,Widzew £ÅÛdü,GKS Be≥chatÛw,8/5/2007,18:00,0,0,0,0
14111,2,2007/2008,GÛrnik Zabrze,Legia Warszawa,8/5/2007,18:45,0,3,0,0
14112,3,2007/2008,Jagiellonia Bia≥ystok,£ÅKS £ÅÛdü,8/11/2007,16:00,1,0,0,0
14113,3,2007/2008,Lech PoznaÒ,GÛrnik Zabrze,8/11/2007,19:00,4,1,0,0
14114,3,2007/2008,Odra Wodzis≥aw ålπski,Widzew £ÅÛdü,8/11/2007,19:00,1,1,0,0
14115,3,2007/2008,Legia Warszawa,Dyskobolia Grodzisk Wielkopolski,8/12/2007,19:15,1,0,0,0
14116,3,2007/2008,Wis≥a KrakÛw,Korona Kielce,8/10/2007,20:00,4,0,0,0
14117,3,2007/2008,Ruch ChorzÛw,Zag≥Íbie Sosnowiec,8/10/2007,19:00,1,0,0,0
14118,3,2007/2008,Polonia Bytom,Cracovia,8/11/2007,19:00,1,0,0,0
14119,3,2007/2008,GKS Be≥chatÛw,Zag≥Íbie Lubin,8/11/2007,20:00,0,1,0,0
14120,4,2007/2008,Zag≥Íbie Sosnowiec,Polonia Bytom,8/18/2007,19:00,1,0,0,0
14121,4,2007/2008,Korona Kielce,Odra Wodzis≥aw ålπski,8/18/2007,19:30,2,0,0,0
14122,4,2007/2008,£ÅKS £ÅÛdü,Legia Warszawa,8/17/2007,19:00,0,1,0,0
14123,4,2007/2008,Zag≥Íbie Lubin,Lech PoznaÒ,8/18/2007,20:00,1,1,0,0
14124,4,2007/2008,Cracovia,Jagiellonia Bia≥ystok,8/18/2007,19:00,2,0,0,0
14125,4,2007/2008,Dyskobolia Grodzisk Wielkopolski,GKS Be≥chatÛw,8/19/2007,19:15,0,0,0,0
14126,4,2007/2008,GÛrnik Zabrze,Ruch ChorzÛw,8/17/2007,20:00,1,0,0,0
14127,4,2007/2008,Widzew £ÅÛdü,Wis≥a KrakÛw,8/18/2007,19:00,1,3,0,0
14128,5,2007/2008,Legia Warszawa,Zag≥Íbie Sosnowiec,8/25/2007,19:00,5,0,0,0
14129,5,2007/2008,GKS Be≥chatÛw,Wis≥a KrakÛw,8/25/2007,18:15,0,0,0,0
14130,5,2007/2008,Odra Wodzis≥aw ålπski,Zag≥Íbie Lubin,8/25/2007,19:00,1,3,0,0
14131,5,2007/2008,Polonia Bytom,Dyskobolia Grodzisk Wielkopolski,8/25/2007,19:00,0,2,0,0
14132,5,2007/2008,Ruch ChorzÛw,Korona Kielce,8/26/2007,14:30,1,2,0,0
14133,5,2007/2008,Lech PoznaÒ,Widzew £ÅÛdü,8/24/2007,20:00,1,0,0,0
14134,5,2007/2008,Cracovia,£ÅKS £ÅÛdü,8/25/2007,19:00,0,0,0,0
14135,5,2007/2008,Jagiellonia Bia≥ystok,GÛrnik Zabrze,8/25/2007,16:00,1,1,0,0
14136,6,2007/2008,Zag≥Íbie Lubin,Legia Warszawa,8/31/2007,20:00,0,2,0,0
14137,6,2007/2008,GÛrnik Zabrze,Cracovia,9/1/2007,18:00,1,0,0,0
14138,6,2007/2008,Widzew £ÅÛdü,Ruch ChorzÛw,9/1/2007,18:00,2,2,0,0
14139,6,2007/2008,GKS Be≥chatÛw,Odra Wodzis≥aw ålπski,9/2/2007,14:30,3,1,0,0
14140,6,2007/2008,Dyskobolia Grodzisk Wielkopolski,£ÅKS £ÅÛdü,9/2/2007,16:00,2,0,0,0
14141,6,2007/2008,Zag≥Íbie Sosnowiec,Jagiellonia Bia≥ystok,8/31/2007,19:00,3,1,0,0
14142,6,2007/2008,Wis≥a KrakÛw,Lech PoznaÒ,9/1/2007,18:15,4,2,0,0
14143,6,2007/2008,Korona Kielce,Polonia Bytom,9/1/2007,18:00,4,0,0,0
14144,7,2007/2008,Odra Wodzis≥aw ålπski,Wis≥a KrakÛw,9/15/2007,18:00,2,2,0,0
14145,7,2007/2008,Ruch ChorzÛw,Zag≥Íbie Lubin,9/15/2007,18:00,2,2,0,0
14146,7,2007/2008,GÛrnik Zabrze,Polonia Bytom,9/14/2007,19:00,4,0,0,0
14147,7,2007/2008,Lech PoznaÒ,GKS Be≥chatÛw,9/16/2007,17:15,1,1,0,0
14148,7,2007/2008,£ÅKS £ÅÛdü,Zag≥Íbie Sosnowiec,9/15/2007,18:00,3,0,0,0
14149,7,2007/2008,Jagiellonia Bia≥ystok,Korona Kielce,9/15/2007,15:00,0,0,0,0
14150,7,2007/2008,Cracovia,Dyskobolia Grodzisk Wielkopolski,9/15/2007,18:00,3,1,0,0
14151,7,2007/2008,Legia Warszawa,Widzew £ÅÛdü,9/14/2007,20:00,3,1,0,0
14152,8,2007/2008,Zag≥Íbie Sosnowiec,Dyskobolia Grodzisk Wielkopolski,9/23/2007,16:00,1,3,0,0
14153,8,2007/2008,Zag≥Íbie Lubin,£ÅKS £ÅÛdü,9/22/2007,17:00,2,1,0,0
14154,8,2007/2008,Wis≥a KrakÛw,Polonia Bytom,9/23/2007,14:30,5,0,0,0
14155,8,2007/2008,GKS Be≥chatÛw,Jagiellonia Bia≥ystok,9/22/2007,17:00,2,0,0,0
14156,8,2007/2008,Korona Kielce,Legia Warszawa,9/21/2007,20:00,1,0,0,0
14157,8,2007/2008,GÛrnik Zabrze,Odra Wodzis≥aw ålπski,9/22/2007,17:00,1,0,0,0
14158,8,2007/2008,Lech PoznaÒ,Ruch ChorzÛw,9/22/2007,18:15,6,2,0,0
14159,8,2007/2008,Widzew £ÅÛdü,Cracovia,9/22/2007,17:00,2,0,0,0
14160,9,2007/2008,Jagiellonia Bia≥ystok,Widzew £ÅÛdü,9/29/2007,18:45,2,1,0,0
14161,9,2007/2008,£ÅKS £ÅÛdü,Korona Kielce,9/29/2007,18:00,0,1,0,0
14162,9,2007/2008,Ruch ChorzÛw,Wis≥a KrakÛw,9/30/2007,19:15,0,3,0,0
14163,9,2007/2008,Cracovia,Zag≥Íbie Sosnowiec,9/29/2007,18:00,1,0,0,0
14164,9,2007/2008,Odra Wodzis≥aw ålπski,Lech PoznaÒ,9/29/2007,18:00,1,2,0,0
14165,9,2007/2008,Legia Warszawa,GKS Be≥chatÛw,9/28/2007,20:10,4,1,0,0
14166,9,2007/2008,Dyskobolia Grodzisk Wielkopolski,GÛrnik Zabrze,9/29/2007,18:00,3,1,0,0
14167,9,2007/2008,Polonia Bytom,Zag≥Íbie Lubin,9/28/2007,19:00,1,0,0,0
14168,10,2007/2008,GÛrnik Zabrze,Zag≥Íbie Sosnowiec,10/6/2007,18:00,4,2,0,0
14169,10,2007/2008,GKS Be≥chatÛw,Polonia Bytom,10/6/2007,18:00,0,3,0,0
14170,10,2007/2008,Odra Wodzis≥aw ålπski,Ruch ChorzÛw,10/5/2007,19:00,2,0,0,0
14171,10,2007/2008,Korona Kielce,Cracovia,10/6/2007,18:00,2,0,0,0
14172,10,2007/2008,Lech PoznaÒ,Legia Warszawa,10/6/2007,18:00,1,0,0,0
14173,10,2007/2008,Wis≥a KrakÛw,Jagiellonia Bia≥ystok,10/6/2007,18:00,5,0,0,0
14174,10,2007/2008,Widzew £ÅÛdü,£ÅKS £ÅÛdü,10/5/2007,20:00,0,0,0,0
14175,10,2007/2008,Zag≥Íbie Lubin,Dyskobolia Grodzisk Wielkopolski,10/7/2007,18:15,1,2,0,0
14176,11,2007/2008,Dyskobolia Grodzisk Wielkopolski,Lech PoznaÒ,10/19/2007,20:45,1,0,0,0
14177,11,2007/2008,Ruch ChorzÛw,GKS Be≥chatÛw,10/19/2007,19:00,1,1,0,0
14178,11,2007/2008,Zag≥Íbie Sosnowiec,Korona Kielce,10/19/2007,19:00,2,3,0,0
14179,11,2007/2008,Legia Warszawa,Odra Wodzis≥aw ålπski,10/19/2007,18:15,0,1,0,0
14180,11,2007/2008,£ÅKS £ÅÛdü,GÛrnik Zabrze,10/20/2007,17:00,0,1,0,0
14181,11,2007/2008,Jagiellonia Bia≥ystok,Zag≥Íbie Lubin,10/19/2007,19:00,0,0,0,0
