,Kolejka,season,home,away,date,hour,gh,ga,IsCancelled,IsWalkover
3906,18,1963/1964,Gwardia Warszawa,Polonia Bytom,4/19/1964,16:00,2,0,0,0
3907,18,1963/1964,PogoÒ Szczecin,Odra Opole,4/19/1964,16:00,1,0,0,0
3908,18,1963/1964,£ÅKS £ÅÛdü,Stal RzeszÛw,4/19/1964,11:00,1,0,0,0
3909,18,1963/1964,Unia RacibÛrz,Wis≥a KrakÛw,4/19/1964,16:00,1,0,0,0
3910,18,1963/1964,Ruch ChorzÛw,Legia Warszawa,4/19/1964,16:00,4,0,0,0
3911,18,1963/1964,Szombierki Bytom,Arkonia Szczecin,4/19/1964,16:00,1,1,0,0
3912,18,1963/1964,Zag≥Íbie Sosnowiec,GÛrnik Zabrze,4/19/1964,12:00,0,2,0,0
3913,19,1963/1964,Legia Warszawa,Unia RacibÛrz,4/25/1964,19:00,0,2,0,0
3914,19,1963/1964,GÛrnik Zabrze,Ruch ChorzÛw,4/26/1964,16:00,3,1,0,0
3915,19,1963/1964,Stal RzeszÛw,Gwardia Warszawa,4/25/1964,16:15,1,1,0,0
3916,19,1963/1964,PogoÒ Szczecin,Szombierki Bytom,4/26/1964,16:00,1,0,0,0
3917,19,1963/1964,Wis≥a KrakÛw,Arkonia Szczecin,4/26/1964,16:00,2,0,0,0
3918,19,1963/1964,Polonia Bytom,Zag≥Íbie Sosnowiec,4/26/1964,16:30,1,1,0,0
3919,19,1963/1964,Odra Opole,£ÅKS £ÅÛdü,4/26/1964,16:30,3,2,0,0
3920,20,1963/1964,Arkonia Szczecin,Legia Warszawa,5/3/1964,16:30,1,0,0,0
3921,20,1963/1964,Gwardia Warszawa,Odra Opole,5/3/1964,16:30,1,1,0,0
3922,20,1963/1964,Ruch ChorzÛw,Polonia Bytom,5/3/1964,17:00,1,0,0,0
3923,20,1963/1964,Zag≥Íbie Sosnowiec,Stal RzeszÛw,5/3/1964,16:00,5,0,0,0
3924,20,1963/1964,Szombierki Bytom,Wis≥a KrakÛw,5/3/1964,11:00,3,3,0,0
3925,20,1963/1964,Unia RacibÛrz,GÛrnik Zabrze,5/3/1964,17:00,2,2,0,0
3926,20,1963/1964,£ÅKS £ÅÛdü,PogoÒ Szczecin,5/2/1964,17:00,2,1,0,0
3927,21,1963/1964,£ÅKS £ÅÛdü,Szombierki Bytom,5/17/1964,17:00,0,1,0,0
3928,21,1963/1964,Odra Opole,Zag≥Íbie Sosnowiec,5/17/1964,17:00,3,1,0,0
3929,21,1963/1964,Polonia Bytom,Unia RacibÛrz,5/16/1964,17:00,2,1,0,0
3930,21,1963/1964,Legia Warszawa,Wis≥a KrakÛw,5/17/1964,17:00,2,2,0,0
3931,21,1963/1964,Stal RzeszÛw,Ruch ChorzÛw,5/17/1964,16:30,3,1,0,0
3932,21,1963/1964,GÛrnik Zabrze,Arkonia Szczecin,5/17/1964,17:00,2,0,0,0
3933,21,1963/1964,PogoÒ Szczecin,Gwardia Warszawa,5/17/1964,17:00,5,3,0,0
3934,22,1963/1964,Szombierki Bytom,Polonia Bytom,5/20/1964,17:00,1,2,0,0
3935,22,1963/1964,Ruch ChorzÛw,Zag≥Íbie Sosnowiec,5/24/1964,17:00,3,1,0,0
3936,22,1963/1964,Wis≥a KrakÛw,PogoÒ Szczecin,5/23/1964,17:30,0,0,0,0
3937,22,1963/1964,Unia RacibÛrz,Gwardia Warszawa,5/24/1964,17:00,2,1,0,0
3938,22,1963/1964,Legia Warszawa,Odra Opole,5/24/1964,17:00,0,0,0,0
3939,22,1963/1964,Arkonia Szczecin,£ÅKS £ÅÛdü,5/24/1964,17:00,3,1,0,0
3940,22,1963/1964,Stal RzeszÛw,GÛrnik Zabrze,5/24/1964,17:00,1,1,0,0
3941,23,1963/1964,Odra Opole,Wis≥a KrakÛw,5/28/1964,17:30,2,4,0,0
3942,23,1963/1964,£ÅKS £ÅÛdü,Unia RacibÛrz,5/28/1964,18:00,0,1,0,0
3943,23,1963/1964,Zag≥Íbie Sosnowiec,Szombierki Bytom,5/28/1964,17:00,7,3,0,0
3944,23,1963/1964,GÛrnik Zabrze,Polonia Bytom,11/3/1963,12:00,1,2,0,0
3945,23,1963/1964,Gwardia Warszawa,Ruch ChorzÛw,5/28/1964,17:30,3,0,0,0
3946,23,1963/1964,Stal RzeszÛw,Legia Warszawa,5/28/1964,17:00,1,3,0,0
3947,23,1963/1964,PogoÒ Szczecin,Arkonia Szczecin,5/28/1964,17:30,1,2,0,0
3948,24,1963/1964,Ruch ChorzÛw,£ÅKS £ÅÛdü,5/31/1964,17:30,0,0,0,0
3949,24,1963/1964,Wis≥a KrakÛw,Stal RzeszÛw,5/31/1964,11:00,3,0,0,0
3950,24,1963/1964,Szombierki Bytom,GÛrnik Zabrze,5/31/1964,18:00,0,3,0,0
3951,24,1963/1964,Unia RacibÛrz,PogoÒ Szczecin,5/31/1964,18:00,1,1,0,0
3952,24,1963/1964,Zag≥Íbie Sosnowiec,Gwardia Warszawa,5/31/1964,17:00,2,2,0,0
3953,24,1963/1964,Legia Warszawa,Polonia Bytom,5/31/1964,18:30,1,0,0,0
3954,24,1963/1964,Arkonia Szczecin,Odra Opole,5/31/1964,17:00,1,1,0,0
3955,25,1963/1964,Stal RzeszÛw,Arkonia Szczecin,6/3/1964,18:00,2,1,0,0
3956,25,1963/1964,£ÅKS £ÅÛdü,Zag≥Íbie Sosnowiec,6/3/1964,18:00,1,0,0,0
3957,25,1963/1964,Polonia Bytom,Wis≥a KrakÛw,6/3/1964,18:00,3,0,0,0
3958,25,1963/1964,PogoÒ Szczecin,Ruch ChorzÛw,6/3/1964,19:00,0,0,0,0
3959,25,1963/1964,Gwardia Warszawa,Szombierki Bytom,6/3/1964,18:00,1,2,0,0
3960,25,1963/1964,GÛrnik Zabrze,Legia Warszawa,6/3/1964,18:30,5,0,0,0
3961,25,1963/1964,Odra Opole,Unia RacibÛrz,6/3/1964,18:00,1,3,0,0
3962,26,1963/1964,Arkonia Szczecin,Polonia Bytom,6/7/1964,18:00,1,4,0,0
3963,26,1963/1964,Zag≥Íbie Sosnowiec,PogoÒ Szczecin,6/7/1964,18:00,2,0,0,0
3964,26,1963/1964,Ruch ChorzÛw,Odra Opole,6/7/1964,18:00,1,2,0,0
3965,26,1963/1964,Wis≥a KrakÛw,GÛrnik Zabrze,6/7/1964,18:00,3,3,0,0
3966,26,1963/1964,Gwardia Warszawa,£ÅKS £ÅÛdü,6/7/1964,18:00,1,1,0,0
3967,26,1963/1964,Unia RacibÛrz,Stal RzeszÛw,6/7/1964,18:00,2,2,0,0
3968,26,1963/1964,Szombierki Bytom,Legia Warszawa,6/7/1964,11:00,3,1,0,0
3969,1,1964/1965,Gwardia Warszawa,GÛrnik Zabrze,8/16/1964,16:00,0,2,0,0
3970,1,1964/1965,Odra Opole,Unia RacibÛrz,8/16/1964,17:30,1,1,0,0
3971,1,1964/1965,Stal RzeszÛw,Polonia Bytom,8/16/1964,17:30,3,4,0,0
3972,1,1964/1965,£ÅKS £ÅÛdü,PogoÒ Szczecin,8/15/1964,18:00,1,0,0,0
3973,1,1964/1965,Zag≥Íbie Sosnowiec,Legia Warszawa,8/16/1964,17:30,3,1,0,0
3974,1,1964/1965,Szombierki Bytom,ålπsk Wroc≥aw,8/16/1964,17:30,3,0,0,0
3975,1,1964/1965,Zawisza Bydgoszcz,Ruch ChorzÛw,8/15/1964,18:00,3,2,0,0
3976,2,1964/1965,ålπsk Wroc≥aw,Gwardia Warszawa,8/19/1964,17:30,2,1,0,0
3977,2,1964/1965,Legia Warszawa,Stal RzeszÛw,8/19/1964,18:00,2,2,0,0
3978,2,1964/1965,Ruch ChorzÛw,£ÅKS £ÅÛdü,8/19/1964,17:00,0,1,0,0
3979,2,1964/1965,Unia RacibÛrz,Szombierki Bytom,8/19/1964,16:00,3,2,0,0
3980,2,1964/1965,GÛrnik Zabrze,Zawisza Bydgoszcz,8/19/1964,18:00,3,1,0,0
3981,2,1964/1965,PogoÒ Szczecin,Zag≥Íbie Sosnowiec,8/19/1964,18:00,2,1,0,0
3982,2,1964/1965,Polonia Bytom,Odra Opole,8/19/1964,17:30,7,0,0,0
3983,3,1964/1965,Zawisza Bydgoszcz,ålπsk Wroc≥aw,8/23/1964,17:30,1,1,0,0
3984,3,1964/1965,Stal RzeszÛw,PogoÒ Szczecin,8/23/1964,17:15,1,0,0,0
3985,3,1964/1965,Gwardia Warszawa,Unia RacibÛrz,8/23/1964,11:00,4,2,0,0
3986,3,1964/1965,Odra Opole,Legia Warszawa,8/23/1964,17:30,1,0,0,0
3987,3,1964/1965,Ruch ChorzÛw,GÛrnik Zabrze,8/23/1964,17:00,1,2,0,0
3988,3,1964/1965,Szombierki Bytom,Polonia Bytom,8/23/1964,17:30,2,0,0,0
3989,3,1964/1965,Zag≥Íbie Sosnowiec,£ÅKS £ÅÛdü,8/23/1964,17:00,1,0,0,0
3990,4,1964/1965,Zag≥Íbie Sosnowiec,Stal RzeszÛw,8/30/1964,16:30,1,0,0,0
3991,4,1964/1965,Polonia Bytom,Gwardia Warszawa,8/30/1964,17:00,1,1,0,0
3992,4,1964/1965,£ÅKS £ÅÛdü,GÛrnik Zabrze,8/29/1964,17:00,2,6,0,0
3993,4,1964/1965,PogoÒ Szczecin,Odra Opole,8/30/1964,17:00,3,1,0,0
3994,4,1964/1965,Legia Warszawa,Szombierki Bytom,8/29/1964,19:00,2,0,0,0
3995,4,1964/1965,Unia RacibÛrz,Zawisza Bydgoszcz,8/30/1964,17:00,2,3,0,0
3996,4,1964/1965,ålπsk Wroc≥aw,Ruch ChorzÛw,8/30/1964,17:00,0,1,0,0
3997,5,1964/1965,Szombierki Bytom,PogoÒ Szczecin,9/2/1964,17:00,4,0,0,0
3998,5,1964/1965,GÛrnik Zabrze,ålπsk Wroc≥aw,9/2/1964,17:30,6,3,0,0
3999,5,1964/1965,Ruch ChorzÛw,Unia RacibÛrz,9/2/1964,17:00,1,2,0,0
4000,5,1964/1965,Stal RzeszÛw,£ÅKS £ÅÛdü,9/2/1964,17:00,1,1,0,0
4001,5,1964/1965,Legia Warszawa,Gwardia Warszawa,11/4/1964,19:00,0,1,0,0
4002,5,1964/1965,Zawisza Bydgoszcz,Polonia Bytom,9/2/1964,17:30,0,1,0,0
4003,5,1964/1965,Odra Opole,Zag≥Íbie Sosnowiec,9/2/1964,18:00,2,1,0,0
4004,6,1964/1965,PogoÒ Szczecin,Gwardia Warszawa,9/6/1964,17:00,4,0,0,0
4005,6,1964/1965,Zag≥Íbie Sosnowiec,Szombierki Bytom,9/6/1964,11:00,4,0,0,0
4006,6,1964/1965,£ÅKS £ÅÛdü,ålπsk Wroc≥aw,9/6/1964,16:00,1,0,0,0
4007,6,1964/1965,Stal RzeszÛw,Odra Opole,9/5/1964,16:45,1,1,0,0
4008,6,1964/1965,Polonia Bytom,Ruch ChorzÛw,9/5/1964,17:00,8,0,0,0
4009,6,1964/1965,Legia Warszawa,Zawisza Bydgoszcz,9/6/1964,19:00,7,2,0,0
4010,6,1964/1965,GÛrnik Zabrze,Unia RacibÛrz,11/4/1964,13:30,4,0,0,0
4011,7,1964/1965,Gwardia Warszawa,Zag≥Íbie Sosnowiec,9/20/1964,11:00,3,0,0,0
4012,7,1964/1965,Szombierki Bytom,Stal RzeszÛw,9/19/1964,16:30,4,0,0,0
4013,7,1964/1965,Ruch ChorzÛw,Legia Warszawa,9/19/1964,16:30,2,1,0,0
4014,7,1964/1965,Zawisza Bydgoszcz,PogoÒ Szczecin,9/20/1964,11:00,2,2,0,0
4015,7,1964/1965,Odra Opole,£ÅKS £ÅÛdü,9/19/1964,16:00,2,1,0,0
4016,7,1964/1965,GÛrnik Zabrze,Polonia Bytom,12/4/1964,12:00,2,1,0,0
4017,7,1964/1965,ålπsk Wroc≥aw,Unia RacibÛrz,9/19/1964,16:45,3,1,0,0
4018,8,1964/1965,Stal RzeszÛw,Gwardia Warszawa,10/4/1964,14:30,0,1,0,0
4019,8,1964/1965,£ÅKS £ÅÛdü,Unia RacibÛrz,10/4/1964,12:00,2,3,0,0
4020,8,1964/1965,Polonia Bytom,ålπsk Wroc≥aw,10/4/1964,12:00,2,1,0,0
4021,8,1964/1965,Odra Opole,Szombierki Bytom,10/4/1964,15:00,2,3,0,0
4022,8,1964/1965,Legia Warszawa,GÛrnik Zabrze,10/4/1964,18:00,5,2,0,0
4023,8,1964/1965,PogoÒ Szczecin,Ruch ChorzÛw,10/4/1964,15:00,3,1,0,0
4024,8,1964/1965,Zag≥Íbie Sosnowiec,Zawisza Bydgoszcz,10/4/1964,15:10,3,0,0,0
4025,9,1964/1965,GÛrnik Zabrze,PogoÒ Szczecin,10/11/1964,12:00,1,1,0,0
4026,9,1964/1965,Szombierki Bytom,£ÅKS £ÅÛdü,10/11/1964,15:00,4,1,0,0
4027,9,1964/1965,Zawisza Bydgoszcz,Stal RzeszÛw,10/11/1964,11:30,2,0,0,0
4028,9,1964/1965,Ruch ChorzÛw,Zag≥Íbie Sosnowiec,10/11/1964,15:00,4,2,0,0
4029,9,1964/1965,ålπsk Wroc≥aw,Legia Warszawa,10/11/1964,15:00,1,4,0,0
4030,9,1964/1965,Unia RacibÛrz,Polonia Bytom,10/11/1964,15:00,0,2,0,0
4031,9,1964/1965,Gwardia Warszawa,Odra Opole,10/11/1964,12:00,1,1,0,0
4032,10,1964/1965,PogoÒ Szczecin,ålπsk Wroc≥aw,10/18/1964,12:00,3,1,0,0
4033,10,1964/1965,Stal RzeszÛw,Ruch ChorzÛw,10/18/1964,14:30,2,0,0,0
4034,10,1964/1965,£ÅKS £ÅÛdü,Polonia Bytom,10/18/1964,12:00,2,0,0,0
4035,10,1964/1965,Szombierki Bytom,Gwardia Warszawa,10/18/1964,15:00,3,2,0,0
4036,10,1964/1965,Legia Warszawa,Unia RacibÛrz,10/18/1964,12:00,5,0,0,0
4037,10,1964/1965,Odra Opole,Zawisza Bydgoszcz,10/18/1964,14:00,2,1,0,0
4038,10,1964/1965,Zag≥Íbie Sosnowiec,GÛrnik Zabrze,10/18/1964,12:00,3,1,0,0
4039,11,1964/1965,Ruch ChorzÛw,Odra Opole,11/8/1964,14:00,1,1,0,0
4040,11,1964/1965,Gwardia Warszawa,£ÅKS £ÅÛdü,11/8/1964,14:00,1,0,0,0
4041,11,1964/1965,ålπsk Wroc≥aw,Zag≥Íbie Sosnowiec,11/8/1964,12:00,3,1,0,0
4042,11,1964/1965,Polonia Bytom,Legia Warszawa,11/8/1964,11:00,1,0,0,0
4043,11,1964/1965,GÛrnik Zabrze,Stal RzeszÛw,11/8/1964,12:00,2,0,0,0
4044,11,1964/1965,Unia RacibÛrz,PogoÒ Szczecin,11/8/1964,13:30,1,2,0,0
4045,11,1964/1965,Zawisza Bydgoszcz,Szombierki Bytom,11/8/1964,11:30,1,0,0,0
4046,12,1964/1965,Stal RzeszÛw,ålπsk Wroc≥aw,11/15/1964,11:00,1,1,0,0
4047,12,1964/1965,Odra Opole,GÛrnik Zabrze,11/15/1964,12:00,0,1,0,0
4048,12,1964/1965,£ÅKS £ÅÛdü,Legia Warszawa,11/15/1964,12:00,0,0,0,0
4049,12,1964/1965,Zag≥Íbie Sosnowiec,Unia RacibÛrz,11/15/1964,12:00,2,1,0,0
4050,12,1964/1965,PogoÒ Szczecin,Polonia Bytom,11/15/1964,12:00,1,0,0,0
4051,12,1964/1965,Szombierki Bytom,Ruch ChorzÛw,11/15/1964,11:00,2,2,0,0
4052,12,1964/1965,Gwardia Warszawa,Zawisza Bydgoszcz,11/15/1964,12:00,2,1,0,0
4053,13,1964/1965,Legia Warszawa,PogoÒ Szczecin,11/22/1964,12:00,4,0,0,0
4054,13,1964/1965,Unia RacibÛrz,Stal RzeszÛw,11/22/1964,13:00,1,3,0,0
4055,13,1964/1965,ålπsk Wroc≥aw,Odra Opole,11/22/1964,12:00,1,0,0,0
4056,13,1964/1965,GÛrnik Zabrze,Szombierki Bytom,11/22/1964,12:00,2,3,0,0
4057,13,1964/1965,Zawisza Bydgoszcz,£ÅKS £ÅÛdü,11/22/1964,11:30,2,0,0,0
4058,13,1964/1965,Ruch ChorzÛw,Gwardia Warszawa,11/22/1964,11:00,1,1,0,0
4059,13,1964/1965,Polonia Bytom,Zag≥Íbie Sosnowiec,11/22/1964,11:30,1,2,0,0
4060,14,1964/1965,PogoÒ Szczecin,£ÅKS £ÅÛdü,3/21/1965,15:00,1,2,0,0
4061,14,1964/1965,Legia Warszawa,Zag≥Íbie Sosnowiec,3/21/1965,11:00,3,1,0,0
4062,14,1964/1965,Polonia Bytom,Stal RzeszÛw,3/21/1965,15:00,2,2,0,0
4063,14,1964/1965,ålπsk Wroc≥aw,Szombierki Bytom,3/21/1965,12:00,1,4,0,0
4064,14,1964/1965,Unia RacibÛrz,Odra Opole,3/21/1965,14:30,2,1,0,0
4065,14,1964/1965,Ruch ChorzÛw,Zawisza Bydgoszcz,3/21/1965,15:30,2,0,0,0
4066,14,1964/1965,GÛrnik Zabrze,Gwardia Warszawa,3/21/1965,15:00,4,2,0,0
4067,15,1964/1965,Odra Opole,Polonia Bytom,3/28/1965,15:00,3,0,0,0
4068,15,1964/1965,£ÅKS £ÅÛdü,Ruch ChorzÛw,3/28/1965,12:00,1,1,0,0
4069,15,1964/1965,Zag≥Íbie Sosnowiec,PogoÒ Szczecin,3/28/1965,11:00,4,0,0,0
4070,15,1964/1965,Stal RzeszÛw,Legia Warszawa,3/28/1965,15:00,0,0,0,0
4071,15,1964/1965,Gwardia Warszawa,ålπsk Wroc≥aw,3/28/1965,12:00,0,0,0,0
4072,15,1964/1965,Zawisza Bydgoszcz,GÛrnik Zabrze,3/28/1965,11:30,1,1,0,0
4073,15,1964/1965,Szombierki Bytom,Unia RacibÛrz,3/28/1965,15:00,2,1,0,0
4074,16,1964/1965,PogoÒ Szczecin,Stal RzeszÛw,4/11/1965,15:00,0,0,0,0
4075,16,1964/1965,Legia Warszawa,Odra Opole,4/11/1965,12:00,0,2,0,0
4076,16,1964/1965,Polonia Bytom,Szombierki Bytom,4/11/1965,16:00,0,0,0,0
4077,16,1964/1965,Unia RacibÛrz,Gwardia Warszawa,4/11/1965,16:00,1,0,0,0
4078,16,1964/1965,ålπsk Wroc≥aw,Zawisza Bydgoszcz,4/11/1965,12:00,3,1,0,0
4079,16,1964/1965,£ÅKS £ÅÛdü,Zag≥Íbie Sosnowiec,4/11/1965,12:00,1,0,0,0
4080,16,1964/1965,GÛrnik Zabrze,Ruch ChorzÛw,4/11/1965,15:00,1,1,0,0
4081,17,1964/1965,GÛrnik Zabrze,£ÅKS £ÅÛdü,4/25/1965,11:30,0,0,0,0
4082,17,1964/1965,Gwardia Warszawa,Polonia Bytom,4/25/1965,16:00,5,0,0,0
4083,17,1964/1965,Szombierki Bytom,Legia Warszawa,4/25/1965,16:00,5,4,0,0
4084,17,1964/1965,Stal RzeszÛw,Zag≥Íbie Sosnowiec,4/25/1965,16:00,0,0,0,0
4085,17,1964/1965,Ruch ChorzÛw,ålπsk Wroc≥aw,4/25/1965,16:00,1,2,0,0
4086,17,1964/1965,Zawisza Bydgoszcz,Unia RacibÛrz,4/25/1965,16:30,5,1,0,0
4087,17,1964/1965,Odra Opole,PogoÒ Szczecin,4/25/1965,12:00,0,0,0,0
4088,18,1964/1965,£ÅKS £ÅÛdü,Stal RzeszÛw,5/9/1965,16:00,0,0,0,0
4089,18,1964/1965,ålπsk Wroc≥aw,GÛrnik Zabrze,5/9/1965,17:30,3,3,0,0
4090,18,1964/1965,Gwardia Warszawa,Legia Warszawa,5/9/1965,12:00,1,1,0,0
4091,18,1964/1965,Unia RacibÛrz,Ruch ChorzÛw,5/9/1965,17:00,1,3,0,0
4092,18,1964/1965,PogoÒ Szczecin,Szombierki Bytom,5/9/1965,17:00,2,2,0,0
4093,18,1964/1965,Polonia Bytom,Zawisza Bydgoszcz,5/9/1965,16:00,0,0,0,0
4094,18,1964/1965,Zag≥Íbie Sosnowiec,Odra Opole,5/9/1965,16:00,5,1,0,0
4095,19,1964/1965,ålπsk Wroc≥aw,£ÅKS £ÅÛdü,5/12/1965,17:30,2,1,0,0
4096,19,1964/1965,Ruch ChorzÛw,Polonia Bytom,5/12/1965,17:00,2,0,0,0
4097,19,1964/1965,Unia RacibÛrz,GÛrnik Zabrze,5/12/1965,17:00,0,4,0,0
4098,19,1964/1965,Zawisza Bydgoszcz,Legia Warszawa,5/12/1965,17:30,1,1,0,0
4099,19,1964/1965,Gwardia Warszawa,PogoÒ Szczecin,5/12/1965,17:00,1,0,0,0
4100,19,1964/1965,Szombierki Bytom,Zag≥Íbie Sosnowiec,5/12/1965,16:30,0,5,0,0
4101,19,1964/1965,Odra Opole,Stal RzeszÛw,5/12/1965,17:00,3,0,0,0
4102,20,1964/1965,Stal RzeszÛw,Szombierki Bytom,5/26/1965,17:00,3,2,0,0
4103,20,1964/1965,Polonia Bytom,GÛrnik Zabrze,5/26/1965,17:15,1,0,0,0
4104,20,1964/1965,Legia Warszawa,Ruch ChorzÛw,5/26/1965,18:00,2,2,0,0
4105,20,1964/1965,PogoÒ Szczecin,Zawisza Bydgoszcz,5/23/1965,17:15,0,2,0,0
4106,20,1964/1965,Unia RacibÛrz,ålπsk Wroc≥aw,5/22/1965,17:00,2,0,0,0
4107,20,1964/1965,Zag≥Íbie Sosnowiec,Gwardia Warszawa,5/26/1965,17:00,3,1,0,0
4108,20,1964/1965,£ÅKS £ÅÛdü,Odra Opole,5/26/1965,16:00,0,0,0,0
4109,21,1964/1965,Zawisza Bydgoszcz,Zag≥Íbie Sosnowiec,5/29/1965,17:45,3,1,0,0
4110,21,1964/1965,ålπsk Wroc≥aw,Polonia Bytom,5/29/1965,17:30,0,2,0,0
4111,21,1964/1965,Unia RacibÛrz,£ÅKS £ÅÛdü,5/29/1965,17:00,1,1,0,0
4112,21,1964/1965,Gwardia Warszawa,Stal RzeszÛw,5/29/1965,17:30,0,0,0,0
4113,21,1964/1965,GÛrnik Zabrze,Legia Warszawa,5/29/1965,17:30,3,0,0,0
4114,21,1964/1965,Szombierki Bytom,Odra Opole,5/29/1965,17:00,3,0,0,0
4115,21,1964/1965,Ruch ChorzÛw,PogoÒ Szczecin,5/29/1965,18:00,1,0,0,0
4116,22,1964/1965,Stal RzeszÛw,Zawisza Bydgoszcz,6/5/1965,17:00,1,1,0,0
4117,22,1964/1965,Odra Opole,Gwardia Warszawa,6/6/1965,17:30,0,0,0,0
4118,22,1964/1965,PogoÒ Szczecin,GÛrnik Zabrze,6/6/1965,17:00,1,3,0,0
4119,22,1964/1965,Polonia Bytom,Unia RacibÛrz,6/5/1965,17:30,9,2,0,0
4120,22,1964/1965,Legia Warszawa,ålπsk Wroc≥aw,6/5/1965,19:00,5,0,0,0
4121,22,1964/1965,Zag≥Íbie Sosnowiec,Ruch ChorzÛw,6/6/1965,17:30,2,3,0,0
4122,22,1964/1965,£ÅKS £ÅÛdü,Szombierki Bytom,6/6/1965,17:00,0,0,0,0
4123,23,1964/1965,ålπsk Wroc≥aw,PogoÒ Szczecin,6/12/1965,18:00,3,0,0,0
4124,23,1964/1965,Ruch ChorzÛw,Stal RzeszÛw,6/12/1965,17:30,1,1,0,0
4125,23,1964/1965,Polonia Bytom,£ÅKS £ÅÛdü,6/13/1965,18:00,4,3,0,0
4126,23,1964/1965,Gwardia Warszawa,Szombierki Bytom,6/13/1965,17:30,0,1,0,0
4127,23,1964/1965,Zawisza Bydgoszcz,Odra Opole,6/13/1965,18:00,1,0,0,0
4128,23,1964/1965,Unia RacibÛrz,Legia Warszawa,6/13/1965,18:00,0,2,0,0
4129,23,1964/1965,GÛrnik Zabrze,Zag≥Íbie Sosnowiec,6/13/1965,17:30,2,2,0,0
4130,24,1964/1965,Odra Opole,Ruch ChorzÛw,6/17/1965,11:00,1,0,0,0
4131,24,1964/1965,Zag≥Íbie Sosnowiec,ålπsk Wroc≥aw,6/17/1965,17:30,0,0,0,0
4132,24,1964/1965,£ÅKS £ÅÛdü,Gwardia Warszawa,6/17/1965,18:00,2,0,0,0
4133,24,1964/1965,Legia Warszawa,Polonia Bytom,6/26/1965,19:00,1,0,0,0
4134,24,1964/1965,PogoÒ Szczecin,Unia RacibÛrz,6/16/1965,18:00,4,2,0,0
4135,24,1964/1965,Szombierki Bytom,Zawisza Bydgoszcz,6/17/1965,11:00,2,0,0,0
4136,24,1964/1965,Stal RzeszÛw,GÛrnik Zabrze,6/17/1965,17:30,2,2,0,0
4137,25,1964/1965,Polonia Bytom,PogoÒ Szczecin,6/23/1965,17:30,0,1,0,0
4138,25,1964/1965,Zawisza Bydgoszcz,Gwardia Warszawa,6/23/1965,17:30,0,2,0,0
4139,25,1964/1965,Unia RacibÛrz,Zag≥Íbie Sosnowiec,6/23/1965,17:30,2,5,0,0
4140,25,1964/1965,GÛrnik Zabrze,Odra Opole,6/23/1965,17:30,2,1,0,0
4141,25,1964/1965,Ruch ChorzÛw,Szombierki Bytom,6/23/1965,17:30,7,1,0,0
4142,25,1964/1965,Legia Warszawa,£ÅKS £ÅÛdü,6/23/1965,17:30,3,0,0,0
4143,25,1964/1965,ålπsk Wroc≥aw,Stal RzeszÛw,6/23/1965,17:30,4,2,0,0
4144,26,1964/1965,Gwardia Warszawa,Ruch ChorzÛw,6/30/1965,17:30,1,1,0,0
4145,26,1964/1965,PogoÒ Szczecin,Legia Warszawa,6/30/1965,17:30,1,3,0,0
4146,26,1964/1965,£ÅKS £ÅÛdü,Zawisza Bydgoszcz,6/30/1965,17:30,2,0,0,0
4147,26,1964/1965,Stal RzeszÛw,Unia RacibÛrz,6/30/1965,17:30,5,0,0,0
4148,26,1964/1965,Szombierki Bytom,GÛrnik Zabrze,6/30/1965,17:30,1,2,0,0
4149,26,1964/1965,Zag≥Íbie Sosnowiec,Polonia Bytom,6/30/1965,17:30,5,2,0,0
4150,26,1964/1965,Odra Opole,ålπsk Wroc≥aw,6/30/1965,17:30,0,0,0,0
4151,1,1965/1966,GKS Katowice,GÛrnik Zabrze,8/8/1965,11:00,2,3,0,0
4152,1,1965/1966,Gwardia Warszawa,£ÅKS £ÅÛdü,9/1/1965,16:30,0,1,0,0
4153,1,1965/1966,ålπsk Wroc≥aw,Legia Warszawa,8/7/1965,17:00,1,0,0,0
4154,1,1965/1966,Zag≥Íbie Sosnowiec,Szombierki Bytom,9/1/1965,16:30,1,2,0,0
4155,1,1965/1966,Polonia Bytom,Ruch ChorzÛw,9/1/1965,16:30,2,1,0,0
4156,1,1965/1966,Wis≥a KrakÛw,Zawisza Bydgoszcz,8/8/1965,17:00,4,1,0,0
4157,1,1965/1966,Stal RzeszÛw,Odra Opole,8/8/1965,17:00,3,1,0,0
4158,2,1965/1966,Ruch ChorzÛw,GKS Katowice,8/18/1965,17:00,2,2,0,0
4159,2,1965/1966,Zawisza Bydgoszcz,Stal RzeszÛw,8/14/1965,17:30,1,1,0,0
4160,2,1965/1966,GÛrnik Zabrze,Zag≥Íbie Sosnowiec,8/15/1965,11:00,6,2,0,0
4161,2,1965/1966,Szombierki Bytom,ålπsk Wroc≥aw,8/14/1965,17:00,1,0,0,0
4162,2,1965/1966,£ÅKS £ÅÛdü,Polonia Bytom,8/19/1965,17:00,1,2,0,0
4163,2,1965/1966,Odra Opole,Gwardia Warszawa,8/15/1965,17:00,0,0,0,0
4164,2,1965/1966,Legia Warszawa,Wis≥a KrakÛw,8/14/1965,19:00,0,0,0,0
4165,3,1965/1966,Zag≥Íbie Sosnowiec,Ruch ChorzÛw,8/22/1965,17:00,5,3,0,0
4166,3,1965/1966,Wis≥a KrakÛw,Szombierki Bytom,8/22/1965,17:00,2,1,0,0
4167,3,1965/1966,Gwardia Warszawa,Stal RzeszÛw,8/22/1965,16:30,3,2,0,0
